web-scraper-order,web-scraper-start-url,property_type,property_type-href,property_name,prices,categories,commission,bedrooms,bathrooms,garage,amenities,address,area
1606925286-2609,https://meqasa.com/houses-for-rent-in-ghana?w=200,Read more,https://meqasa.com/apartment-for-rent-at-East-Legon-135735?y=2113882234,3 bedroom apartment for rent at East Legon,"GH₵ 10,661","Apartment for Rent

Apartment for Rent in East Legon",8.00%,3,2,1,"Air conditioning
Internet
Dstv
Roof terrace
Security service
Generator
Water reservoir",East Legon,330 m2
1606928517-2783,https://meqasa.com/houses-for-rent-in-ghana?w=189,Read more,https://meqasa.com/apartment-for-rent-at-Spintex-149182?y=1212276015,2 bedroom furnished apartment for rent at Spintex,"GH₵ 8,796","Apartment for Rent

Apartment for Rent in Spintex",10.00%,2,3,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave",Spintex,null
1606929144-2814,https://meqasa.com/houses-for-rent-in-ghana?w=187,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-133086?y=1388781199,1 bedroom furnished apartment for rent at Cantonments,"GH₵ 7,500","Apartment for Rent

Apartment for Rent in Cantonments",null,1,1,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",Cantonments,null
1606928005-2755,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,https://meqasa.com/apartment-for-rent-at-Lakeside--149138?y=2049460700,2 bedroom furnished apartment for rent at Lakeside,"GH₵ 1,800","Apartment for Rent

Apartment for Rent in Lakeside",10.00%,2,2,0,Water Reservoir,Lakeside,400 m2
1606927451-2726,https://meqasa.com/houses-for-rent-in-ghana?w=192,Read more,"https://meqasa.com/apartment-for-rent-at-KOTOBABI-ROAD,-DEVTRACO-ESTATE-OPPOSITE-@-SPINTEX-149082?y=464465535","2 bedroom apartment for rent at KOTOBABI ROAD, DEVTRACO ESTATE OPPOSITE @ SPINTEX","GH₵ 1,400","Apartment for Rent

Apartment for Rent in KOTOBABI ROAD",10.00%,2,3,0,"Air conditioning
Fans
Dstv
Security service
Water reservoir",SPINTEX,"7,060 m2"
1606927901-2749,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,https://meqasa.com/house-for-rent-at-Haatso-149126?y=2049460700,3 bedroom furnished house for rent at Haatso,"GH₵ 10,440","House for Rent

House for Rent in Haatso",1 month's rent,3,3,0,"Air conditioning
Cooker
Garden",Haatso,null
1606929321-2822,https://meqasa.com/houses-for-rent-in-ghana?w=186,Read more,https://meqasa.com/townhouse-for-rent-at-East-Legon-School-Junction--149243?y=2009497526,2 bedroom townhouse for rent at East Legon School Junction,"GH₵ 3,263","Townhouse for Rent

Townhouse for Rent in East Legon School Junction",10.00%,2,3,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Security service
Generator
Water reservoir",East Legon School Junction,300 m2
1606928174-2763,https://meqasa.com/houses-for-rent-in-ghana?w=190,Read more,https://meqasa.com/apartment-for-rent-at--East-null--149150?y=1367448644,1 bedroom apartment for rent at  East null,"GH₵ 1,710","Apartment for Rent

Apartment for Rent in East null",10.00%,1,1,0,Water Reservoir,East null,400 m2
1606926445-2666,https://meqasa.com/houses-for-rent-in-ghana?w=196,Read more,https://meqasa.com/house-for-rent-at--Trasacco-149034?y=196461797,5 bedroom house for rent at  Trasacco,"GH₵ 19,950","House for Rent

House for Rent in Trasacco",10.00%,5,5,0,Water Reservoir,Trasacco,400 m2
1606929754-2842,https://meqasa.com/houses-for-rent-in-ghana?w=185,Read more,https://meqasa.com/apartment-for-rent-at-West-Legon-094148?y=23633777,3 bedroom apartment for rent at West Legon,"GH₵ 3,500","Apartment for Rent

Apartment for Rent in West Legon",null,3,4,2,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Garden
Roof terrace
Security service
Generator
Water reservoir",West Legon,220 m2
1606927025-2701,https://meqasa.com/houses-for-rent-in-ghana?w=194,Read more,https://meqasa.com/apartment-for-rent-at-St.-Peter's--149056?y=623450883,2 bedroom apartment for rent at St. Peter's,"GH₵ 2,000","Apartment for Rent

Apartment for Rent in St. Peter's",10.00%,2,2,0,Water Reservoir,St. Peter's,400 m2
1606926659-2676,https://meqasa.com/houses-for-rent-in-ghana?w=195,Read more,https://meqasa.com/house-for-rent-at-North-Dzorwulu-133966?y=457512009,5 bedroom house for rent at North Dzorwulu,"GH₵ 12,000","House for Rent

House for Rent in North Dzorwulu",10.00%,5,4,0,"Fans
Garden
Annexe (Boys' quarters)
Security service",North Dzorwulu,null
1606929404-2827,https://meqasa.com/houses-for-rent-in-ghana?w=186,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-098502?y=2009497526,1 bedroom furnished apartment for rent at null Residential Area,"GH₵ 11,966","Apartment for Rent

Apartment for Rent in null Residential Area",null,1,1,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606926806-2687,https://meqasa.com/houses-for-rent-in-ghana?w=195,Read more,https://meqasa.com/house-for-rent-at-Kokrobite-077571?y=457512009,4 bedroom furnished house for rent at Kokrobite,"GH₵ 3,000","House for Rent

House for Rent in Kokrobite",10.00%,4,3,0,"Air conditioning
Cooker
Fans
Refrigerator
Microwave
Water reservoir
Washing machine
Garden
Garage
Generator",Kokrobite,null
1606927845-2745,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,https://meqasa.com/house-for-rent-at-east-legon-around-legos-Avenue-street--149122?y=2049460700,5 bedroom house for rent at east legon around legos Avenue street,"GH₵ 17,100","House for Rent

House for Rent in east legon around legos Avenue street",10.00%,5,5,0,Water Reservoir,East legon,400 m2
1606925384-2613,https://meqasa.com/houses-for-rent-in-ghana?w=199,Read more,https://meqasa.com/apartment-for-rent-at-East-Legon-134349?y=485410381,1 bedroom apartment for rent at East Legon,"GH₵ 7,439","Apartment for Rent

Apartment for Rent in East Legon",8.00%,1,1,0,"Air conditioning
Internet
Dstv
Security service",East Legon,60 m2
1606926719-2680,https://meqasa.com/houses-for-rent-in-ghana?w=195,Read more,https://meqasa.com/house-for-rent-at-Kokrobite-127033?y=457512009,3 bedroom house for rent at Kokrobite,"GH₵ 3,500","House for Rent

House for Rent in Kokrobite",10.00%,3,3,0,"Garage
Annexe (Boys' quarters)",Kokrobite,null
1606928653-2791,https://meqasa.com/houses-for-rent-in-ghana?w=188,Read more,https://meqasa.com/apartment-for-rent-at-adjiringanor--149192?y=1908632939,1 bedroom apartment for rent at adjiringanor,"GH₵ 2,200","Apartment for Rent

Apartment for Rent in adjiringanor",10.00%,1,1,0,Water Reservoir,adjiringanor,400 m2
1606926316-2659,https://meqasa.com/houses-for-rent-in-ghana?w=197,Read more,"https://meqasa.com/house-for-rent-at-null-EAST,-TSE-ADDO-149011?y=1060468882","4 bedroom house for rent at null EAST, TSE-ADDO","GH₵ 7,000","House for Rent

House for Rent in null EAST",10.00%,4,5,1,"Air conditioning
Fans
Garden
Garage
Annexe (Boys' quarters)
Security service
Water reservoir",TSE-ADDO,"7,060 m2"
1606927634-2735,https://meqasa.com/houses-for-rent-in-ghana?w=192,Read more,https://meqasa.com/house-for-rent-at-Cantonment-149095?y=464465535,4 bedroom house for rent at Cantonment,"GH₵ 25,650","House for Rent

House for Rent in Cantonment",10.00%,4,4,0,Water Reservoir,Cantonment,400 m2
1606925414-2614,https://meqasa.com/houses-for-rent-in-ghana?w=199,Read more,https://meqasa.com/townhouse-for-rent-at-East-Legon-133211?y=485410381,1 bedroom townhouse for rent at East Legon,"GH₵ 8,081","Townhouse for Rent

Townhouse for Rent in East Legon",8.00%,1,1,0,"Air conditioning
Swimming pool
Security service
Generator
Water reservoir",East Legon,50 m2
1606930178-2865,https://meqasa.com/houses-for-rent-in-ghana?w=184,Read more,"https://meqasa.com/townhouse-for-rent-at-null-Residential-Area,Accra,Ghana-038282?y=253639470","4 bedroom townhouse for rent at null Residential Area,Accra,Ghana","GH₵ 21,756","Townhouse for Rent

Townhouse for Rent in null Area",null,4,5,0,"Air conditioning
Garden
Swimming pool
Generator
Cooker
Fans
Refrigerator
Microwave
Internet
Security service
Water reservoir",Accra,"null

null in null Area"
1606927152-2709,https://meqasa.com/houses-for-rent-in-ghana?w=193,Read more,https://meqasa.com/house-for-rent-at-East-Legon-Hills--149061?y=1683947213,3 bedroom house for rent at East Legon Hills,"GH₵ 2,500","House for Rent

House for Rent in East Legon Hills",10.00%,3,3,0,Water Reservoir,East Legon,400 m2
1606926196-2651,https://meqasa.com/houses-for-rent-in-ghana?w=197,Read more,https://meqasa.com/apartment-for-rent-at-Tantra-Hill-087810?y=1060468882,2 bedroom apartment for rent at Tantra Hill,"GH₵ 2,000","Apartment for Rent

Apartment for Rent in Tantra",10.00%,2,2,5,"Air conditioning
Fans
Garage
Security service
Water reservoir",Tantra Hill,125 m2
1606926357-2660,https://meqasa.com/houses-for-rent-in-ghana?w=196,Read more,https://meqasa.com/apartment-for-rent-at-Bohye-149013?y=196461797,2 bedroom apartment for rent at Bohye,"GH₵ 1,000","Apartment for Rent

Apartment for Rent in Bohye",10.00%,2,1,0,Water Reservoir,Bohye,null
1606928859-2801,https://meqasa.com/houses-for-rent-in-ghana?w=188,Read more,"https://meqasa.com/townhouse-for-rent-at-Cantonments,Accra,Ghana-103040?y=1908632939","4 bedroom townhouse for rent at Cantonments,Accra,Ghana","GH₵ 20,988","Townhouse for Rent

Townhouse for Rent in Cantonments",1 month's rent,4,4,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Garden
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,252 m2
1606930511-2886,https://meqasa.com/houses-for-rent-in-ghana?w=182,Read more,"https://meqasa.com/apartment-for-rent-at-East-Legon,Accra,Ghana-139621?y=694502847","4 bedroom apartment for rent at East Legon,Accra,Ghana","GH₵ 25,875","Apartment for Rent

Apartment for Rent in East Legon",null,4,4,0,"Cooker
Fans
Garden
Annexe (Boys' quarters)
Swimming pool
Generator
Water reservoir",East Legon,null
1606927860-2746,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,https://meqasa.com/apartment-for-rent-at-null-hills-a-minute-to-palace-mall-082584?y=2049460700,2 bedroom furnished apartment for rent at null hills a minute to palace mall,"GH₵ 4,573","Apartment for Rent

Apartment for Rent in null hills a minute to palace mall",10.00%,2,2,0,"Dstv
Generator",null hills,null
1606926688-2678,https://meqasa.com/houses-for-rent-in-ghana?w=195,Read more,https://meqasa.com/apartment-for-rent-at-Achimota-T.-Junction-143106?y=457512009,1 bedroom apartment for rent at Achimota T. Junction,GH₵ 700,"Apartment for Rent

Apartment for Rent in Achimota T. Junction",10.00%,1,1,0,Fans,Achimota,null
1606927211-2713,https://meqasa.com/houses-for-rent-in-ghana?w=193,Read more,https://meqasa.com/apartment-for-rent-at-East-null-149062?y=1683947213,2 bedroom furnished apartment for rent at East null,"GH₵ 8,550","Apartment for Rent

Apartment for Rent in East null",10.00%,2,3,0,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Swimming pool
Security service
Generator
Water reservoir",East null,null
1606927104-2707,https://meqasa.com/houses-for-rent-in-ghana?w=194,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-143450?y=623450883,1 bedroom furnished apartment for rent at null Residential,"GH₵ 14,500","Apartment for Rent

Apartment for Rent in null Residential",10.00%,1,2,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",null Residential,150 m2
1606929238-2818,https://meqasa.com/houses-for-rent-in-ghana?w=187,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-133082?y=1388781199,1 bedroom furnished apartment for rent at null Residential Area,"GH₵ 11,500","Apartment for Rent

Apartment for Rent in null Residential Area",null,1,1,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606926395-2663,https://meqasa.com/houses-for-rent-in-ghana?w=196,Read more,https://meqasa.com/house-for-rent-at-East-null-148174?y=196461797,5 bedroom house for rent at East null,"GH₵ 11,160","House for Rent

House for Rent in East null",10.00%,5,6,4,"Fans
Annexe (Boys' quarters)
Water reservoir",East null,200 m2
1606929630-2836,https://meqasa.com/houses-for-rent-in-ghana?w=185,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments--106967?y=23633777,2 bedroom furnished apartment for rent at Cantonments,"GH₵ 10,878","Apartment for Rent

Apartment for Rent in Cantonments",null,2,3,3,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",Cantonments,240 m2
1606926740-2682,https://meqasa.com/houses-for-rent-in-ghana?w=195,Read more,https://meqasa.com/house-for-rent-at--Abelemkpe--149037?y=457512009,5 bedroom house for rent at  Abelemkpe,"GH₵ 12,540","House for Rent

House for Rent in Abelemkpe",10.00%,5,5,0,Water Reservoir,Abelemkpe,400 m2
1606928477-2781,https://meqasa.com/houses-for-rent-in-ghana?w=189,Read more,https://meqasa.com/apartment-for-rent-at-East-null-149180?y=1212276015,2 bedroom furnished apartment for rent at East null,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in East null",10.00%,2,3,1,"Air conditioning
Cooker
Washing machine
Fans
Garden
Garage
Swimming pool
Generator",East null,26 m2
1606927799-2742,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,"https://meqasa.com/apartment-for-rent-at-GBWE-CP-(REG=GHC50,-SERVICE-CHARGE-=10)-149117?y=2049460700","2 bedroom apartment for rent at GBWE CP (REG=GHC50, SERVICE CHARGE =10%)",GH₵ 750,"Apartment for Rent

Apartment for Rent in GBWE CP",10.00%,2,2,0,Water Reservoir,GBWE,"1,200 m2"
1606928558-2787,https://meqasa.com/houses-for-rent-in-ghana?w=189,Read more,https://meqasa.com/house-for-rent-at-east-legon--149187?y=1212276015,5 bedroom house for rent at east legon,"GH₵ 17,100","House for Rent

House for Rent in east legon",10.00%,5,5,0,Water Reservoir,East legon,400 m2
1606927568-2731,https://meqasa.com/houses-for-rent-in-ghana?w=192,Read more,https://meqasa.com/house-for-rent-at--East-Legon--149092?y=464465535,4 bedroom house for rent at  East Legon,"GH₵ 8,550","House for Rent

House for Rent in East Legon",10.00%,4,4,0,Water Reservoir,East Legon,400 m2
1606929736-2841,https://meqasa.com/houses-for-rent-in-ghana?w=185,Read more,https://meqasa.com/apartment-for-rent-at-null-Residential-Area-094938?y=23633777,3 bedroom furnished apartment for rent at null Residential Area,"GH₵ 10,878","Apartment for Rent

Apartment for Rent in null Residential Area",null,3,4,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606929832-2846,https://meqasa.com/houses-for-rent-in-ghana?w=185,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-093637?y=23633777,1 bedroom furnished apartment for rent at Cantonments,"GH₵ 8,158","Apartment for Rent

Apartment for Rent in Cantonments",null,1,2,6,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Dstv
Garden
Garage
Annexe (Boys' quarters)
Swimming pool
Security service
Generator
Water reservoir",Cantonments,90 m2
1606925300-2610,https://meqasa.com/houses-for-rent-in-ghana?w=200,Read more,https://meqasa.com/apartment-for-rent-at-East-Legon-135734?y=2113882234,2 bedroom apartment for rent at East Legon,"GH₵ 8,942","Apartment for Rent

Apartment for Rent in East Legon",8.00%,2,1,0,"Air conditioning
Refrigerator
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",East Legon,null
1606926885-2692,https://meqasa.com/houses-for-rent-in-ghana?w=194,Read more,https://meqasa.com/apartment-for-rent-at--Dzorwulu--149047?y=623450883,2 bedroom furnished apartment for rent at  Dzorwulu,"GH₵ 11,400","Apartment for Rent

Apartment for Rent in Dzorwulu",10.00%,2,2,0,Water Reservoir,Dzorwulu,400 m2
1606929165-2816,https://meqasa.com/houses-for-rent-in-ghana?w=187,Read more,https://meqasa.com/apartment-for-rent-at-Cantonments-133083?y=1388781199,1 bedroom furnished apartment for rent at Cantonments,"GH₵ 11,500","Apartment for Rent

Apartment for Rent in Cantonments",null,1,1,0,"Air conditioning
Cooker
Washing machine
Refrigerator
Microwave
Internet
Dstv
Swimming pool
Security service
Generator
Water reservoir",Cantonments,null
1606929717-2840,https://meqasa.com/houses-for-rent-in-ghana?w=185,Read more,https://meqasa.com/house-for-rent-at-null-Residential-Area-102512?y=23633777,3 bedroom house for rent at null Residential Area,"GH₵ 19,036","House for Rent

House for Rent in null Residential Area",null,3,4,5,"Air conditioning
Cooker
Washing machine
Fans
Refrigerator
Microwave
Internet
Garden
Garage
Annexe (Boys' quarters)
Roof terrace
Swimming pool
Security service
Generator
Water reservoir",null Residential Area,"null

null in null Residential Area"
1606927882-2748,https://meqasa.com/houses-for-rent-in-ghana?w=191,Read more,https://meqasa.com/apartment-for-rent-at-Gbawe-CP-Last-stop-149125?y=2049460700,3 bedroom apartment for rent at Gbawe CP Last stop,"GH₵ 1,100","Apartment for Rent

Apartment for Rent in Gbawe CP Last stop",10.00%,3,1,0,Water Reservoir,Gbawe,null
